序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,好久没来了，我出来和大家打个招呼，大家好。 ​​​​,否,,2012-07-03 17:05,转发,1,赞,微博 weibo.com,https://weibo.com/2653458095/yqKtVs1tT
