序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,"2012年9月20日上午，弘善家园第二社区邀请北京爱尔眼科医院在居委会文化活动中心,为社区居民开展了爱心健康进社区义诊活动，活动中医院的主治医师及医务人员为社区居民测量视力、检查白内障以及眼科健康知识咨询等服务。 ​​​​",否,,2012-09-24 16:09,转发,评论,赞,微博 weibo.com,https://weibo.com/2930198843/yDmAG0VCG
1,感谢大家今天来参加健康讲座，祝各位身体健康，家庭幸福！ ​​​​,否,,2012-09-13 17:23,转发,1,赞,360安全平台,https://weibo.com/2930198843/yBHngCEgE
2,分享图片 ​​​​,否,,2012-09-07 15:05,转发,评论,赞,微博 weibo.com,https://weibo.com/2930198843/yALUgj5dX
3,分享图片 ​​​​,否,,2012-09-07 14:59,转发,评论,赞,微博 weibo.com,https://weibo.com/2930198843/yALRwFfuZ
4,整治小区环境，治理基础设施。 ​​​​,否,,2012-09-07 14:58,转发,评论,赞,微博 weibo.com,https://weibo.com/2930198843/yALRp0yOM
5,弘善家园第二社区居委会成立啦，请大家多多支持我们！谢谢！ ​​​​,否,,2012-09-06 16:35,转发,评论,赞,微博 weibo.com,https://weibo.com/2930198843/yAD4i6wKW
