序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,出于礼貌，我笑了一下你的演技很专业，这熊孩子其实是真想妈妈了…… L冷笑话精选的秒拍视频 ​​​​,否,,2016-08-31 16:23,77,17,43,,https://weibo.com/3549916270/E673EiZp8
1,兵教头”回炉”,是,【“小鲜肉”要入营 “兵教头”先训练】再过十几天一波波新兵就要入伍，进入部队接受新兵班长“爱的操练”了没点本事能当新兵班长吗？每个新兵班长在你来之前都要“回炉”，打铁还需自身硬安徽省消防总队新训团给新训骨干准备了一顿“大餐”——为期20天的新训骨干“回炉” ​​​​,2016-08-31 16:19,66,6,58,微博 weibo.com,https://weibo.com/3549916270/E672dDrdS
2,这个……,是,【奇葩男钻马桶捞手机却被卡 无奈救助消防员】公共厕所里，一名20岁挪威男子，为帮助朋友寻找掉到马桶里的手机， 从马桶通道钻进了粪坑，发现气味太呛，想上来时，发现肩膀太宽、上不来。被4名消防员营救出来后，他感慨地说：一个多小时，我当时好害怕。消防员则说：当时，粪坑是处于比较 ​​​​...展开全文c,2016-08-31 16:07,40,5,10,iPad客户端,https://weibo.com/3549916270/E66XcwCHB
3,,是,8月15号下午3点多，在济广高速宁都东服务区里，有一辆小轿车在加油的时候，驾驶员竟然在没有把油枪拔出来的情况下，开着车就走了……加油站是非常危险的地方，偏偏总有那些心大到世界都容不下的司机，所以一系列的加油站惨案就发生了……那么加油站有哪些事情是要注意的呢？看了下面的图你就知道！ ​​​​...展开全文c,2016-08-31 15:49,60,3,8,微博 weibo.com,https://weibo.com/3549916270/E66PZrsvv
4,力量之美，血性之美！致敬消防战士！,是,#消防微语#【致敬！】(一组黑白影像)一群用青春汗水铸就军人本色的消防战士...... ​​​​,2016-08-31 09:56,243,5,72,HUAWEI Mate 8,https://weibo.com/3549916270/E64wJxJWg
5,【定期开展家庭火灾隐患“大扫除”】随着经济社会的进一步发展，人们的生活质量也得到了极大的提高。大到空调、冰箱、洗衣机，小到吹风机、电磁炉、取暖器，现代化的家用电器日益增多。在提高生活质量的同时，又如何来确保消防安全呢？蜀黍建议：定期做一次火灾隐患“大扫除”，让家庭远离火患。 ​​​​,否,,2016-08-31 09:51,186,9,13,微博 weibo.com,https://weibo.com/3549916270/E64uyesE0
6,防火安全无小事，有些家庭火灾是可以避免的，对照一下，一起学习吧！,是,#消防提示# 【家庭防火常识】防火安全无小事，有些家庭火灾是可以避免的，而造成火灾的原因恰恰都是日常生活中习以为常的一些坏习惯。对照下图一起学习吧。 ​​​​,2016-08-31 09:48,134,6,7,微博 weibo.com,https://weibo.com/3549916270/E64twoas5
7,【客车遇险如何逃生？】一种是大巴发生故障或事故后车辆没有发生侧翻，但汽车车门无法正常开启。另一种遇险情况是大巴发生故障或事故后，车辆发生了侧翻。蜀黍总结了客车遇险应如何逃生，大家戳图学习↓ ​​​​,否,,2016-08-31 09:36,153,6,14,,https://weibo.com/3549916270/E64oLdEPz
8,太可怕！一辆水泥槽罐车侧翻，压扁一辆正在路口等红绿灯的教练车 L秒拍视频 ​​​​,否,,2016-08-31 09:34,86,24,7,,https://weibo.com/3549916270/E64nR4wLR
9,,是,富川高中消防演练航拍花絮@贺州消防 2贺州·富阳镇 L秒拍视频 . ​​​​,2016-08-31 06:57,28,3,22,水枪手雷Android,https://weibo.com/3549916270/E63m7q3EE
10,29楼的酒吧起火？『成都朗御大厦29层突发火灾 所幸无人员伤亡』O成都朗御大厦29层突发火灾 所幸无人员伤亡 ​​​​,否,,2016-08-30 23:14,15,2,6,水枪手雷Android,https://weibo.com/3549916270/E60kbj3Ps
11,,是,#G20峰会# 【护航G20 安全我先行】虽说杭州G20峰会我们不能在现场做什么，但我们可以从自己身边的小事做起，从家庭安全用电做起，保护好自己的小家，才能保护好整个大家。 ​​​​,2016-08-30 15:04,105,4,12,360安全浏览器,https://weibo.com/3549916270/E5X75aqyl
12,【惊魂！60米高摩天轮停转 138名游客被困40分钟】28日晚8点多，扬州一游乐园发生惊险一幕：一座60米高的摩天轮突然停在半空中，138名游客被困其中。停电后，封闭的轿厢内温度较高，被困游客坐立不安。最终，救援人员采用手动方式将摩天轮暂时启动，挨个将游客救了下来L秒拍视频 ​​​​,否,,2016-08-30 14:49,95,18,26,,https://weibo.com/3549916270/E5X1hx7TO
13,开学了，记得先学消防知识哦！,是,#开学季来啦#校园有很多潜在的火灾的隐患，如果不加以重视或整改，极易导致火灾事故发生，就会给同学们和学校造成无法挽回的损失，甚至危害大家的生命和财产安全。因此，学校师生员工的防火安全意识提高了，法制观念增强了，自觉遵守消防法律、法规和学校的安全管理制度，才能消除火灾隐患，减少火灾事 ​​​​...展开全文c,2016-08-30 09:56,123,11,14,微博 weibo.com,https://weibo.com/3549916270/E5V6r6tzf
14,#消防提示#当群租房遇上电动车，你必须要知道的事！你不经意间的不安全行为，可能导致不可挽回的灾难！,是,"#消防提示#【当群租房遇上电动车，你需要知道的事】各大中城市间的人员流动及外来务工人员急剧增加,租金廉价的“群租”市场越来越火爆 , 当电动车大量停放在群租房区域时消防安全隐患也越发严重，电动车一旦起火极易造成人员伤亡，当群租房遇上电动车，你必须知道如何预防火灾发生。 ​​​​",2016-08-30 08:46,235,12,9,iPad客户端,https://weibo.com/3549916270/E5UDFw2CD
15,一分钟告诉你：转向失控后怎么办？[推荐]  L交通安全蜀黍的秒拍视频 ​​​​,否,,2016-08-30 08:35,105,6,17,,https://weibo.com/3549916270/E5Uzlt8ey
16,电器着火切不可用水扑救！,是,#夏季消防安全提示# 【小剧场之电器着火】小助理：肃哥你家着火了....肃哥：zua可能？木我们家滴消防安全系不老好滴小助理：真的....不过消防人员已经扑灭了肃哥：。。。。木是撒着火老？小助理：你们家电器设备.....肃哥：电器着火...展开全文c,2016-08-30 08:31,172,9,17,微博 weibo.com,https://weibo.com/3549916270/E5UxyEMmV
17,【甘肃酒钢致12死重大火灾教训:现场盲目施救】2016年8月16日，甘肃省张掖市酒钢集团宏兴钢铁股份有限公司西沟石灰石矿9人在进行维修作业时，因外包施工单位采用气焊作业导致充填混合材料着火产生浓烟，造成9人中毒窒息死亡，企业盲目施救，又造成3名救援人员死亡、16人受伤。 L甘肃酒钢集团发生火灾致12死 工作组赶赴现场 ​​​​¡查看图片,否,,2016-08-29 22:30,63,12,11,搜狐视频,https://weibo.com/3549916270/E5QBD5ChP
18,自救神器！很实用！但必须经过培训，掌握正确的操作方法。,是,#我的消防范儿# 自救神器！！真的很实用！ L秒拍视频 . ​​​​,2016-08-29 19:39,142,14,41,iPad mini4,https://weibo.com/3549916270/E5PulwP6K
19,,是,#消防知识#【深圳出租屋发生火灾 7人死亡】今日凌晨2：45分，深圳沙井街道马鞍山社区安山四路一出租屋发生火灾。3时许火势被扑灭，火灾造成5人死亡，另有两人因逃生踩踏及不慎坠楼送医院抢救无效死亡。出租屋有常见的消防安全问题？要注意哪些消防安全事项？发生火灾又该如何正确逃生？ ​​​​,2016-08-29 18:13,60,2,7,微博 weibo.com,https://weibo.com/3549916270/E5OVu2Gpw
20,仿佛还在昨天，谁知已过去那么长。结束了军旅，一切其实没有结束，一切或许重新开始，只是，我会永远怀念，兄弟！,是,#梦想天空分外橙#【致九月退伍的兄弟】还记得两年前的九月，在亲戚朋友的簇拥下，你穿着肥大的军装，登上通往军营的列车。第一次站队列、叠军被、紧急集合、站岗、拉练、抢险救灾、立功受奖，都仿佛还在昨天，谁知已过去那么长。结束了军旅，一切都将重新开始，只是，我会永远怀念，兄弟！@湖北消防 ​​​​,2016-08-29 16:23,111,8,58,360安全浏览器,https://weibo.com/3549916270/E5OcZi2Uo
21,,是,#消防提示#【如何正确识别用电标志】日常生活中，我们经常看到红色、黄色、绿色、蓝色的用电标志。但你造不同颜色、不同图案标志的用处吗？快来戳图和防哥一起学习吧～ ​​​​,2016-08-29 15:33,93,2,5,微博 weibo.com,https://weibo.com/3549916270/E5NSn0X0e
