序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,"看电视剧北京青年我最喜欢的一句话是""你若不离不弃我必生死相依""!希望全天下的有情人终成眷属！相爱到永远！ ​​​​",否,,2012-09-05 10:48,转发,评论,赞,微博 weibo.com,https://weibo.com/2784383170/yArmRx2Sg
1,善良是一种高贵的品质，崇高的境界，是精神的成熟，心灵的丰盈。 善良是一种仁爱的光芒，无上的福分，是对别人的释怀，也即对自己的善待。 善良是一种智慧，是一种远见，是一种自信。是一种精神的力量，是一种精神的平安，是一种以逸待劳的沉稳。是一种文化，是一种快乐，一种乐观。 ​​​​,否,,2012-08-29 14:57,转发,评论,赞,微博 weibo.com,https://weibo.com/2784383170/yzp0g0waK
2,午睡可以使精力得到恢复，下午及晚上的工作学习更有精神．但是要注意一般午睡时间安排到午饭后半小时为好，不要饭后即睡 因为刚吃了午饭，胃内充满食物，消化机能正处于运动状态，这时午睡会影响肠胃的消化。 午睡时间不要太长：为使午睡对人体有益而不影响晚上睡眠，以午睡30～60分钟为宜. ​​​​,否,,2012-08-16 08:23,1,评论,赞,微博 weibo.com,https://weibo.com/2784383170/yxnRPCt6O
3,真正的朋友，在你获得成功的时候，为你高兴，而不捧场。在你遇到不幸或悲伤的时候，会给你及时的支持和鼓励。在你有缺点可能犯错误的时候，会给你正确的批评和帮助 。 ​​​​,否,,2012-08-13 14:58,转发,评论,赞,微博 weibo.com,https://weibo.com/2784383170/ywYaFqJ1G
4,不要以感伤的眼光去看过去，因为过去再也不会回来了，最聪明的办法，就是好好对付你的现在--现在正握在你的手里，你要以堂堂正正的大丈夫气概去迎接如梦如幻的未来。 ​​​​,否,,2012-08-02 14:40,转发,评论,赞,微博 weibo.com,https://weibo.com/2784383170/yvim16tyi
5,这是我单位院内医护人员进行健康教育调查表填写时的照片 ​​​​,否,,2012-08-02 14:28,转发,评论,赞,微博 weibo.com,https://weibo.com/2784383170/yvihkCvSw
6,人生中可以确定的就是人一定会变，不能确定的是你不知道那个人会变成什么样儿。 ​​​​,否,,2012-07-23 07:48,转发,评论,赞,微博 weibo.com,https://weibo.com/2784383170/ytJnSc78f
7,"1果实的成熟不是颜色美丽,而是味道甘甜;2孩子的成熟不是年龄长大,而是独立克制;3女人的成熟不是能力非凡,而是温良贤淑;4男人的成熟不是圆融处世,而是善于担当;5性格的成熟不是心平气和,而是能屈能伸;6领导成熟的标志,不是发号施令,而是能听不同的声音。. ​​​​",否,,2012-07-18 16:07,转发,2,赞,微博 weibo.com,https://weibo.com/2784383170/yt1vO6VOC
8,据说99％的人洗澡顺序都是错的——正确顺序是:第一步：洗脸。因为毛孔遇热会扩张，所以须趁毛孔大门开启之前把脸洗净。第二步：洗身。时间最好控制在20分钟以内。第三步：洗头。头发在蒸气的氤氲中已经得到充分滋润为洗头的最佳时刻。你洗对了吗？ ​​​​,否,,2012-07-18 16:04,转发,评论,赞,微博 weibo.com,https://weibo.com/2784383170/yt1uBCGdK
9,转发微博,是,戒烟的那些事：网上收集，谨慎收看！戒了吧！！！1、O网页链接 2、O网页链接 3、 O网页链接 4、O网页链接 5、O网页链接 6、O网页链接 7、O网页链接 8、O网页链接 9、O网页链接 @中国医师控烟行动 ​​​​,2012-07-13 08:20,转发,评论,赞,微博 weibo.com,https://weibo.com/2784383170/ysdjVAAAL
10,一个女人可以不漂亮，可以不美丽，甚至也没多少气质，但是不能没有教养，教养是一种潜在的品质；有教养的女人不会随着岁月流逝而渐失光泽，而会越发耀眼迷人.智慧是美丽不可或缺的养分…… ​​​​,否,,2012-07-13 08:18,转发,评论,赞,微博 weibo.com,https://weibo.com/2784383170/ysdjhpo5A
11,刚刚从官地讲课回来，这两天有些吃不消了！有点累！这是我单位刘大夫讲课的照片， ​​​​,否,,2012-07-11 11:25,转发,评论,赞,微博 weibo.com,https://weibo.com/2784383170/yrVG94mrK
12,不要让世俗问题和个人习惯阻碍自己回归真我。每当你无条件地爱别人，扩展自己爱的品质，那就是你的真我在扩展。每次这样做，你都在开阔自己的世界，开阔自己的真我，你会变得越来越伟大。 ​​​​,否,,2012-07-04 08:22,转发,评论,赞,微博 weibo.com,https://weibo.com/2784383170/yqQuieNON
13,要感谢痛苦与挫折，它是我们的功课，我们要从中训练，然后突破，这样才能真正解脱。 25、放下自己的小我，自然变得伟大。 ​​​​,否,,2012-07-04 08:19,转发,评论,赞,微博 weibo.com,https://weibo.com/2784383170/yqQsR0ugg
