序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,抵制日美货，理智爱国，拒绝愚昧！,是,今天某地，一位青年举着纸牌，向过往日系车主告知：前方砸车，日系绕行！       百年耻辱后，中华民族强大的不仅仅是经济，还有民族一颗伟大的心！新抗日正能量致敬！     补充正能量，八年前，甲... O网页链接 (chang.weibo.com) ​​​​,2012-09-17 19:06,1,评论,赞,微吧-杂谈吧,https://weibo.com/2730707334/yCjL6s9jU
1,//@政府微博助理:提醒大家，夏季到了，最佳就寝时间是22时至23时，最佳起床时间是5时30分至6时30分。睡眠时注意不要躺在空调的出风口和电风扇下，以免患上空调病和热伤风。,是,夏天#微提示#夏天日长夜短，人体新陈代谢旺盛，消耗也大，容易感到疲劳。充足的睡眠，可使大脑和身体各系统都得到放松，既利于工作和学习，也是预防中暑的措施。最佳就寝时间是22时至23时，最佳起床时间是5时30分至6时30分。睡眠时注意不要躺在空调的出风口和电风扇下，以免患上空调病和热伤风。 ​​​​,2012-07-04 14:46,转发,评论,赞,微博手机版,https://weibo.com/2730707334/yqT0d1vkw
