序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    分享图片 吃就是这么来的 ​​​​                                            ",是,无, 2012-7-11 11:16,10,2,赞,微博 weibo.com,yrVCtdGws
2,"
                                                                                                    分享图片 送给搬砖的你，你要失业了 ​​​​                                            ",是,无, 2012-7-11 10:56,转发,评论,赞,微博 weibo.com,yrVu6CN1G
3,"
                                                                                                    分享图片 送给还在搬砖的你，你要失业了~ ​​​​                                            ",是,无, 2012-7-11 10:55,转发,评论,赞,微博 weibo.com,yrVtKt6f9
4,"
                                                                                                    北京下雹子啦 ​​​​                                            ",是,无, 2012-7-11 10:52,转发,评论,赞,微博 weibo.com,yrVsIlIhs
5,"
                                                                                                    经360开机小助手鉴定，本人今日开机时间为 2分10秒，击败全国2%用户，获得“慢，是种态度”称号~！ ​​​​                                            ",是,无, 2012-6-10 07:04,转发,评论,赞,360安全平台,ynbIGjwFO
