序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,#祖国美景大家拍# ：【欢声笑语喜迎十九大 欢快锅庄谱写民族情】点燃金秋的篝火，舞动激情的锅庄，各族儿女欢聚在“嘉绒锅庄的故乡”——马尔康，喜迎十九大的胜利召开。9月27日上午，“2017阿坝州马尔康第六届嘉绒锅庄文化旅游节”在万人广场隆重开幕。来自若尔盖旺则地区非物质文化遗产锅庄表演队，身着节日盛装，跳起欢快吉祥的旺则锅庄“福地花岭”，用藏民族独特的歌舞奏出华彩的交响，将地方文化浓缩于形体艺术中，形象展示了若尔盖人特有的性格魅力，并将若尔盖民歌、舞曲等非物质文化搬上舞台传承、发扬。,否,,2017-09-30 20:36,1,1,赞,iPhone 6 Plus,https://weibo.com/2509710504/Fof4t0Dm7
1,红色追寻·足迹 直播 |四川芦山：灾后重建展新颜@手机QQ浏览器 O红色追寻·足迹 直播 |四川芦山：灾后重建展新... ​​​​,否,,2017-09-21 09:30,1,评论,赞,华为麦芒4,https://weibo.com/2509710504/FmNRJbAAi
2,转发微博,是,#五年发展点滴印记#【举着国旗通过交战区是杜撰？利比亚撤侨亲历者告诉你真相】边境关闭，手机通讯中断，怕被枪杀—“我想回家我要回家！”利比亚撤侨亲历者王本虎讲述6年前撤侨前后，证实#战狼2#情节：举着国旗通过交战区。到了边境，有的人护照丢了，就让他唱国歌，唱完就放行…#我和我的国家引擎#  ​​​​...展开全文c,2017-09-20 17:17,2,评论,1,360安全浏览器,https://weibo.com/2509710504/FmHurmpOL
3,答题送流量，还有千元智能手表求带走！O答题送流量，还有千元智能手表求带走！ ​​​​,否,,2017-09-20 17:08,转发,评论,赞,360安全浏览器,https://weibo.com/2509710504/FmHqS2gqQ
4,【主题曲《点赞中国》】O网页链接 ​​​​,否,,2017-09-20 16:54,1,评论,赞,360安全浏览器,https://weibo.com/2509710504/FmHlsCAiM
5,【厉害了我的四川！今天人民日报用８个整版来点赞你！】O厉害了我的四川！今天人民日报用８个整版来点... ​​​​,否,,2017-09-05 11:10,1,评论,赞,360安全浏览器,https://weibo.com/2509710504/FknGfsYz1
6,【王东明：推动治蜀兴川再上新台阶】O王东明：推动治蜀兴川再上新台阶 ​​​​,否,,2017-09-05 11:08,转发,评论,赞,360安全浏览器,https://weibo.com/2509710504/FknFpsdSF
7,°新华网VR｜四川45个特色小镇在这里，新华网无... ​​​​,否,,2017-08-26 16:23,1,评论,赞,iPhone 6 Plus,https://weibo.com/2509710504/FiTsnqReH
8,【孝为先】孝善和俭主题公益广告展播@手机QQ浏览器 O网页链接 ​​​​,否,,2017-08-15 20:24,转发,1,赞,华为麦芒4,https://weibo.com/2509710504/FhfkwEYWz
9,『看完这段视频的时间 就有约80人摆脱了贫困-新华网』°看完这段视频的时间 就有约80人摆脱了贫困 ​​​​,否,,2017-08-15 00:38,转发,评论,赞,iPhone 6 Plus,https://weibo.com/2509710504/Fh7zot9rg
10,我正在看【今日航拍震后九寨，用图片、视频告诉你她的美】，分享给你，一起看吧！ 今日航拍震后九寨，用图片、视频告诉你她的美 O今日航拍震后九寨，用图片、视频告诉你她的美 ​​​​,否,,2017-08-13 19:54,2,评论,赞,UC浏览器Android,https://weibo.com/2509710504/FgWhxhz3M
11,“我是州长，各位司机跟我走！”---四川日报@手机QQ浏览器 °“我是州长，各位司机跟我走！” ​​​​¡查看图片,否,,2017-08-11 09:53,转发,评论,赞,华为麦芒4,https://weibo.com/2509710504/FgzuuxlAO
12,若尔盖县“六个第一时间”全力开展九寨沟地震抗震救灾工作 °若尔盖县“六个第一时间”全力开展九寨沟地震抗... ​​​​,否,,2017-08-09 17:00,1,2,1,微博 weibo.com,https://weibo.com/2509710504/FgjqX2hOa
13,#九寨沟7级地震#若尔盖全力以赴星夜驰援 °#九寨沟7级地震#若尔盖全力以赴星夜驰援 ​​​​,否,,2017-08-09 13:22,2,1,1,微博 weibo.com,https://weibo.com/2509710504/Fgi0hCCxb
14,#九寨沟发生7级地震#8月8日，九寨沟7.0级地震发生后，毗邻的若尔盖县第一时间组织医疗救护人员赶赴地震灾区开展救援 。当晚12点左右，医疗救护队集结出发。 ​​​​,否,,2017-08-09 00:30,3,3,12,iPhone 6 Plus,https://weibo.com/2509710504/FgcWWzE3J
15,°国际机构纷纷上调我国经济增速预期 彰显经济... ​​​​,否,,2017-07-31 15:22,转发,评论,赞,iPhone 6 Plus,https://weibo.com/2509710504/FeVWAF3BS
16,°财经观察：中国将继续发挥全球经济“稳定器”作... ​​​​,否,,2017-07-31 15:22,转发,评论,赞,iPhone 6 Plus,https://weibo.com/2509710504/FeVWs7tQv
17,『《将改革进行到底》 第九集 《党的自我革新》』O网页链接 ​​​​,否,,2017-07-26 09:59,转发,评论,赞,iPhone 6 Plus,https://weibo.com/2509710504/Fe8GWvOIO
18,『《将改革进行到底》 第八集 《强军之路》（下）』O网页链接 ​​​​,否,,2017-07-26 09:59,转发,评论,赞,iPhone 6 Plus,https://weibo.com/2509710504/Fe8GTePhV
19,『《将改革进行到底》 第七集 《强军之路》（上）』O网页链接 ​​​​,否,,2017-07-26 09:58,转发,评论,赞,iPhone 6 Plus,https://weibo.com/2509710504/Fe8GNBsLz
20,『《将改革进行到底》 第六集 《守住绿水青山》』O网页链接 ​​​​,否,,2017-07-26 09:58,转发,评论,赞,iPhone 6 Plus,https://weibo.com/2509710504/Fe8GJbsyJ
21,『《将改革进行到底》 第五集 《延续中华文脉》』O网页链接 ​​​​,否,,2017-07-26 09:58,转发,评论,赞,iPhone 6 Plus,https://weibo.com/2509710504/Fe8GEt13t
22,『《将改革进行到底》 第四集 《维护社会公平正义》』O网页链接 ​​​​,否,,2017-07-26 09:58,转发,评论,赞,iPhone 6 Plus,https://weibo.com/2509710504/Fe8GxEMHz
23,『《将改革进行到底》 第三集 《人民民主新境界》』O网页链接 ​​​​,否,,2017-07-26 09:58,转发,评论,赞,iPhone 6 Plus,https://weibo.com/2509710504/Fe8GskUhL
24,『《将改革进行到底》 第二集 《引领经济发展新常态》』O网页链接 ​​​​,否,,2017-07-26 09:57,转发,评论,赞,iPhone 6 Plus,https://weibo.com/2509710504/Fe8Gm8hcC
25,『大型政论专题片《将改革进行到底》第一集《时代之问》』O网页链接 ​​​​,否,,2017-07-26 09:57,转发,评论,赞,iPhone 6 Plus,https://weibo.com/2509710504/Fe8GflMek
26,#互联网改变生活惠及百姓#『【互联网改变生活惠及百姓】悬崖村的信息天路 -四川新闻-四川新闻网』O【互联网改变生活惠及百姓】悬崖村的信息天路 ​​​​,否,,2017-07-26 09:56,转发,1,赞,iPhone 6 Plus,https://weibo.com/2509710504/Fe8G0jCh6
27,带你近距离感受若尔盖安多赛马！@手机QQ浏览器 O网页链接 ​​​​,否,,2017-07-16 10:52,转发,评论,1,华为麦芒4,https://weibo.com/2509710504/FcCLspMVY
28,【雅敦节】川甘青三省二十个县市上百名知名弹唱选手参加若尔盖雅敦节安多藏区弹唱比赛@手机QQ浏览器 O【雅敦节】川甘青三省二十个县市上百名知名弹... ​​​​,否,,2017-07-15 21:14,转发,评论,赞,华为麦芒4,https://weibo.com/2509710504/FcxpG2wHY
29,【雅敦节】 若尔盖县盛夏“雅敦节”开幕 若诗若画草原风光吸引万千游客@手机QQ浏览器 O【雅敦节】 若尔盖县盛夏“雅敦节”开幕 若诗若... ​​​​,否,,2017-07-15 21:12,转发,评论,赞,华为麦芒4,https://weibo.com/2509710504/FcxoKpxUw
30,【雅敦节】听根呷演绎若尔盖县歌《七彩家园 若诗 若画 若尔盖》 O【雅敦节】听根呷演绎若尔盖县歌《七彩家园 ... ​​​​,否,,2017-07-05 20:42,1,2,2,华为麦芒4,https://weibo.com/2509710504/Fb0VMpVka
31,【美景】若尔盖九曲黄河第一湾惊现云海奇观@手机QQ浏览器 O网页链接 ​​​​,否,,2017-07-04 11:28,转发,评论,赞,华为麦芒4,https://weibo.com/2509710504/FaNS8uixn
32,【学习贯彻省第十一次党代会精神】把大道理讲透 把小道理讲活 州委宣讲团到若尔盖县宣讲 O网页链接 ​​​​,否,,2017-07-04 11:27,转发,评论,赞,华为麦芒4,https://weibo.com/2509710504/FaNRJ7sKu
33,【庆祝七一】若尔盖县各级党组织开展纪念建党96周年活动 O网页链接 ​​​​,否,,2017-07-04 11:24,转发,评论,赞,华为麦芒4,https://weibo.com/2509710504/FaNQu0j1x
34,【雅敦节】若尔盖县盛夏雅敦节主题曲《相约雅敦节》抢先听 O【雅敦节】若尔盖县盛夏雅敦节主题曲《相约雅... ​​​​,否,,2017-07-04 11:16,转发,评论,2,华为麦芒4,https://weibo.com/2509710504/FaNNty0hQ
35,O网页链接 ​​​​,否,,2017-06-29 10:54,1,1,赞,华为麦芒4,https://weibo.com/2509710504/Fa2vTdamq
36,『若尔盖县“度炯节”开幕 带你感受旺则民俗传统文化！_新闻中心_腾讯网』O网页链接 ​​​​,否,,2017-06-28 17:11,转发,评论,赞,iPhone 6 Plus,https://weibo.com/2509710504/F9VynD3po
37,『到若尔盖过藏式端午节 体验最炫民族风』O网页链接 ​​​​,否,,2017-06-28 17:11,转发,评论,赞,iPhone 6 Plus,https://weibo.com/2509710504/F9Vyi3xGQ
38,『到若尔盖过藏式端午节 体验最炫民族风』O网页链接 ​​​​,否,,2017-06-28 17:10,转发,评论,赞,iPhone 6 Plus,https://weibo.com/2509710504/F9VybuxvJ
39,『到若尔盖过“度炯节” 体验最炫民族风-今日头条』O网页链接 ​​​​,否,,2017-06-28 17:10,转发,评论,赞,iPhone 6 Plus,https://weibo.com/2509710504/F9Vy3xcax
40,『到若尔盖过“度炯节” 体验最炫民族风-政务网新闻页面』O网页链接 ​​​​,否,,2017-06-28 17:10,转发,评论,赞,iPhone 6 Plus,https://weibo.com/2509710504/F9VxXjMsX
41,『到若尔盖过“度炯节” 体验最炫民族风-四川文明网』O网页链接 ​​​​,否,,2017-06-28 17:09,转发,评论,赞,iPhone 6 Plus,https://weibo.com/2509710504/F9VxttThH
42,『到若尔盖过“度炯节” 体验最炫民族风_四川在线』O网页链接 ​​​​,否,,2017-06-28 17:08,转发,评论,赞,iPhone 6 Plus,https://weibo.com/2509710504/F9Vxn2f3G
43,O网页链接 ​​​​,否,,2017-06-28 16:43,转发,评论,赞,华为麦芒4,https://weibo.com/2509710504/F9VncnyYM
44,转发微博,是,,2017-06-27 23:07,转发,评论,3,华为麦芒4,https://weibo.com/2509710504/F9OssglJj
45,转发微博,是,针此事，机场停车场收费站，不是高速路收费站；军车是去接机，不是运送救援物质；当事人是记者，记者还有军车接机？严重违反中央相关规定。建议有关部门应该好好查一查这名记者了。@人民网@央广军事@CNR国防时空 ​​​​,2017-06-25 11:04,转发,评论,2,华为麦芒4,https://weibo.com/2509710504/F9qRO7ZQk
46,O网页链接 ​​​​,否,,2017-06-24 13:50,转发,评论,赞,华为麦芒4,https://weibo.com/2509710504/F9iwSazGu
47,O网页链接 ​​​​,否,,2017-06-23 19:27,转发,评论,赞,华为麦芒4,https://weibo.com/2509710504/F9bjcBwF2
48,O网页链接 ​​​​,否,,2017-06-23 18:59,转发,评论,赞,华为麦芒4,https://weibo.com/2509710504/F9b7ZinIi
49,O网页链接 ​​​​,否,,2017-06-23 17:30,转发,评论,赞,华为麦芒4,https://weibo.com/2509710504/F9axLxw64
50,【扎萨格】除了花湖 去若尔盖扎萨格你不得不去！@手机QQ浏览器 O【扎萨格】除了花湖 去若尔盖扎萨格你不得不... ​​​​,否,,2017-06-15 11:04,转发,1,1,华为麦芒4,https://weibo.com/2509710504/F7UB7C0pZ
51,【媒体关注】若尔盖71岁村民当向导 与同村人试水徒步旅游@手机QQ浏览器 O网页链接 ​​​​,否,,2017-06-15 11:03,1,1,赞,华为麦芒4,https://weibo.com/2509710504/F7UAPjQOU
52,O网页链接 ​​​​,否,,2017-06-03 19:36,转发,评论,赞,华为麦芒4,https://weibo.com/2509710504/F68P37BWr
53,『独家视频·原声|王东明同志27号那天讲了啥 还原现场 走进现场』O网页链接 ​​​​,否,,2017-06-02 20:49,转发,评论,1,iPhone 6 Plus,https://weibo.com/2509710504/F5ZSeh11v
