序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,力量之美，血性之美！致敬消防战士！,是,#消防微语#【致敬！】(一组黑白影像)一群用青春汗水铸就军人本色的消防战士...... ​​​​,2016-08-31 18:12,4,1,3,360安全浏览器,https://weibo.com/2258717480/E67Mh4i1t
1,,是,#消防知识#【消防小漫画】提高意识，化险为夷 ​​​​,2016-08-31 18:12,18,评论,赞,360安全浏览器,https://weibo.com/2258717480/E67M92t6y
2,点赞正能量,是,#微感动#【总不能见死不救】前方一辆面包车突然撞上路边桥墩，冲进河里，他立刻停车，来不及脱衣就奔去跳入4米多深的河里救人。连游3个回合，他将车上5人全救起，后又帮忙起吊车辆，然后默默离开。面对赞扬，他说救人是本能，“总不能见死不救吧！”江苏小伙曹明善良是本 °三次跳进河中，一口气连救五个人 ​​​​,2016-08-31 18:11,5,评论,3,360安全浏览器,https://weibo.com/2258717480/E67LSeQZh
3,转发微博,是,【惊魂！60米高摩天轮停转 138名游客被困40分钟】28日晚8点多，扬州一游乐园发生惊险一幕：一座60米高的摩天轮突然停在半空中，138名游客被困其中。停电后，封闭的轿厢内温度较高，被困游客坐立不安。最终，救援人员采用手动方式将摩天轮暂时启动，挨个将游客救了下来L秒拍视频 ​​​​,2016-08-30 22:23,7,评论,3,iPhone 6,https://weibo.com/2258717480/E5ZZzikpw
4,,是,【来看！央视G20宣传片《喜欢你 在一起》】网友说：好走心，看完热血沸腾了！戳视频，#聚焦G20峰会#！O网页链接 ​​​​,2016-08-30 17:20,4,1,赞,360安全浏览器,https://weibo.com/2258717480/E5Y0y5IQR
5,【最感人的形象片】“最美的逆行”是老百姓最熟悉的消防影像，然而每一次出入危险之境，都需要一个团队的密切配合才能确保全胜而退。@常州消防119 从接警员、驾驶员、指挥员、战斗员、火调员五个岗位的视角展现消防官兵平凡岗位上的坚持和奉献[推荐]只要你点击，就会被感动 ！L最美的逆行—不同岗位、共同使命 ​​​​,否,,2016-08-30 16:45,5,评论,2,360安全浏览器,https://weibo.com/2258717480/E5XMjEKfI
6,,是,【告诉#熊孩子#，这样的箱子不能钻！】近日，江苏常州6岁男孩在玩捉迷藏时被弟弟锁入智能快递箱。救援人员赶到后，孩子已被困近半小时。因天气炎热且快递箱密闭，消防员随即对箱体进行破拆。所幸孩子被顺利救出，但浑身湿透，几近虚脱。提醒：儿童玩耍时尽量有大人陪伴，以免发生危险。 ​​​​,2016-08-30 14:27,3,2,1,iPhone 6,https://weibo.com/2258717480/E5WS6oMLC
7,转发微博,是,【成都2019世界警察和消防员运动会第一版项目海报正式发布】素有“警察和消防员奥运会”之称的世警会将于2019年来到中国成都！全球上万名不同国家、不同肤色、不同制服的同行将同时亮相成都，参与终极消防、警犬服务、摩托技能等60个大项的世界顶级赛事！带来安全感“爆棚”与颜值“爆炸”的绝佳体验！ ​​​​,2016-08-29 21:33,7,评论,1,iPhone 6,https://weibo.com/2258717480/E5QetmpSS
8,学霸的世界……,是,【南大迎新横幅充满“洪荒之力”：你是最美的病毒】在南大迎新现场，各个院系大扯奇葩横幅！环境学院：你来，寒山转苍翠，秋水日潺潺，地理与海洋科学学院：为了你，多画几条等高线又如何，数学系：给你比心：r=a（1-cosX），医学院：你是最美的病毒…有才吗？ ​​​​,2016-08-29 09:56,转发,评论,2,360安全浏览器,https://weibo.com/2258717480/E5LFIEm6f
9,,是,【深圳出租屋发生火灾 7人死亡】29日凌晨2：45分，深圳沙井街道马鞍山社区安山四路一出租屋发生火灾。3时许火势被扑灭，火灾造成5人死亡，另有两人因逃生踩踏及不慎坠楼送医院抢救无效死亡。目前事故原因正在调查中，相关责任人已被公安机关控制。 ​​​​,2016-08-29 09:39,4,评论,赞,360安全浏览器,https://weibo.com/2258717480/E5LyGdQjV
