序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,#晚安，各位# 8月的最后一天啰，你离小目标又近一步了嘛 2北京·西三旗 ​​​​,否,,2016-08-31 22:47,转发,评论,2,iPhone 6s,https://weibo.com/2113535642/E69zTt6up
1,哲学家傅园慧,是,【傅园慧： 每人痛苦只有自己懂】压力每人都有，奥运是最高级赛事，更是所有运动员的梦想。傅园慧说：“这个‘坚持’太单薄了，每人痛苦只有自己懂。要相信并不是只有你在世界上活得特别累。有人走得特别高，其实他在看不到的地方承受了比你更多压力和痛苦。”哲学家傅园慧O傅园慧：“坚持”二字太单薄 ​​​​,2016-08-31 14:07,转发,评论,2,iPhone 6s,https://weibo.com/2113535642/E66aIaE1u
2,转发微博,是,【国家电网公司超导电力应用技术研究步入世界前列】8月25日，中国电科院牵头承担的“超导装备高压引线关键技术研究”通过验收。项目成功研制了国内首台110千伏超导装备高压引线样机，并通过绝缘性能的国标测试。项目研究成果将使国家电网公司超导电力应用技术研究步入世界前列。@国家电网 @国资小新 ​​​​,2016-08-31 10:32,转发,评论,2,iPhone 6s,https://weibo.com/2113535642/E64LerMlm
3,转发微博,是,【我国成品油价二连涨几成定局 京沪油价或重返6元时代】9月1日24时，成品油调价时间窗口将启。受8月以来国际油价持续回升影响，我国成品油价格将迎来“二连涨”，并可能创下今年以来最大涨幅。这也将是年内第六次成品油价格上调。在此轮调价后，北京、上海等地汽油价格或重返每升6元时代。 ​​​​,2016-08-31 10:30,转发,评论,1,iPhone 6s,https://weibo.com/2113535642/E64KBqiPM
4,做最好的自己,是,【用30天时间，养成一个好习惯！】习惯不是最好的仆人，便是最坏的主人。培养好习惯，能帮自己摆脱懈怠与浮躁。以30天为限，尝试培养一个好习惯：①选择对生活影响最大的一种习惯；②从小处着手，循序渐进；③写下计划，公开目标，每天汇报进度……培养习惯的实用方法↓↓30天后，见证一个更好的自己！ ​​​​,2016-08-30 23:32,2,评论,3,iPhone 6s,https://weibo.com/2113535642/E60ry8eMR
5,#电力快讯# 29日，国网盐城市大丰区供电公司输电运检人员协助省检盐城运维站成功消除220千伏华电2W33线8号耐张塔A相加号侧引流板发热故障。@亮报 @国网江苏电力95598 ​​​​,否,,2016-08-30 15:38,1,1,3,iPhone 6s,https://weibo.com/2113535642/E5Xlc4Tra
6,"#电力快讯# 开学在即, 东台市供电公司基层17个供电所组织了60多名员工，到供电区域内的70多所中小学校，重点检查食堂“电能替代”的开水柜、蒸饭机等炊具用电设备的供电线路、开关设备和安全保护装置，确保校园用电安全同时为“电能替代”营造良好的用电环境。@亮报 @国网江苏电力95598 ​​​​",否,,2016-08-30 13:58,转发,评论,2,iPhone 6s,https://weibo.com/2113535642/E5WGzz9xN
7,转发微博,是,【与客户保持密切沟通 你用电我用心】8月29日，江苏徐州睢宁县供电公司员工在官山镇张洪村征求客户对供电服务的意见和建议。@国网江苏电力 @国网江苏电力95598 ​​​​,2016-08-30 13:14,转发,评论,2,iPhone 6s,https://weibo.com/2113535642/E5Woyj8Yv
8,#早安，各位# 所有的人都想停留在那山顶，但是所有的乐趣和成长都是发生在往上爬的过程中。 ​​​​,否,,2016-08-30 09:33,转发,评论,1,iPhone 6s,https://weibo.com/2113535642/E5UX1f64K
9,转发微博,是,【开学倒计时 用电安全有保障】8月25日，江苏盐城建湖县供电公司员工为宝塔镇中心小学义务检修线路和电器。@国网江苏电力 @国网江苏电力95598 ​​​​,2016-08-29 15:30,转发,评论,2,iPhone 6s,https://weibo.com/2113535642/E5NRuCcNe
10,转发微博,是,8月24日，在姜堰陈庄路10千伏124锦天线路施工现场，国网泰州市姜堰区供电公司施工人员顶着37℃的高温，迁移、改造锦天线1—2#支线，确保政府工程顺利施工。@国网江苏电力 ​​​​,2016-08-29 10:28,转发,评论,2,iPhone 6s,https://weibo.com/2113535642/E5LSOnJnv
